id,instrument,code,name,position,row,column,general,space,visibility,light
1395,Violoncelle,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,H12,12,H,3,2,3,3
1396,Violoncelle,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,I14,14,I,3,2,3,3
1400,Violoncelle,Rav1,La Valse (RAVEL) - Configuration 1,L13,13,L,2,2,5,3
1401,Violoncelle,Rav2,La Valse (RAVEL) - Configuration 2,S18,18,S,2,4,3,3
1402,Violoncelle,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,L13,13,L,3,2,5,3
1403,Violoncelle,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,L13,13,L,2,1,5,3
1404,Violoncelle,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,L13,13,L,3,2,5,3
1405,Alto,Moz1,Symphonie n°41 (MOZART) - Configuration 1,N21,21,N,3,4,2,5
1406,Alto,Moz2,Symphonie n°41 (MOZART) - Configuration 2,L16,16,L,2,1,3,3
1407,Alto,Moz3,Symphonie n°41 (MOZART) - Configuration 3,M16,16,M,2,1,3,3
1408,Alto,Moz4,Symphonie n°41 (MOZART) - Configuration 4,M14,14,M,2,3,2,2
1409,Alto,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,N21,21,N,1,3,2,3
1410,Alto,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,N18,18,N,2,3,3,1
1411,Alto,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,L16,16,L,1,1,3,2
1413,Alto,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,M16,16,M,1,1,1,2
1414,Alto,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,J16,16,J,1,3,3,3
1415,Alto,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,M17,17,M,3,3,3,3
1416,Alto,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,O19,19,O,2,3,3,2
1417,Alto,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,P19,19,P,3,3,3,3
1418,Alto,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,M14,14,M,1,3,2,2
1419,Alto,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,M16,16,M,2,1,3,2
1420,Alto,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,N16,16,N,3,3,3,3
1421,Alto,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,N21,21,N,3,2,3,3
1422,Alto,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,N21,21,N,3,2,3,3
1423,Alto,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,L19,19,L,3,2,3,3
1424,Alto,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,N14,14,N,1,1,3,3
1425,Alto,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,P21,21,P,3,3,1,3
1426,Alto,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,M16,16,M,2,2,2,3
1427,Alto,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,M15,15,M,1,1,2,3
1428,Alto,Rav1,La Valse (RAVEL) - Configuration 1,N15,15,N,2,1,1,3
1429,Alto,Rav2,La Valse (RAVEL) - Configuration 2,N16,16,N,3,4,3,3
1430,Alto,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,M16,16,M,3,3,3,3
1431,Alto,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,I30,30,I,1,1,1,2
1432,Alto,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,N18,18,N,3,2,3,3
1433,Alto,Moz1,Symphonie n°41 (MOZART) - Configuration 1,P19,19,P,4,3,3,3
1434,Alto,Moz2,Symphonie n°41 (MOZART) - Configuration 2,M14,14,M,3,1,3,2
1435,Alto,Moz3,Symphonie n°41 (MOZART) - Configuration 3,L15,15,L,3,3,3,2
1436,Alto,Moz4,Symphonie n°41 (MOZART) - Configuration 4,L16,16,L,4,2,3,2
1437,Alto,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,P19,19,P,2,3,2,3
1438,Alto,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,N17,17,N,3,3,3,1
1439,Alto,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,N19,19,N,3,3,3,3
1440,Alto,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,L18,18,L,3,3,3,3
1441,Alto,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,M16,16,M,3,3,3,3
1442,Alto,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,J16,16,J,4,4,3,4
1443,Alto,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,K16,16,K,5,5,4,4
1444,Alto,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,O18,18,O,2,3,3,2
1445,Alto,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,N20,20,N,3,3,2,3
1446,Alto,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,N18,18,N,3,3,3,3
1447,Alto,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,N16,16,N,3,2,3,3
1448,Alto,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,O16,16,O,3,1,2,2
1449,Alto,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,N21,21,N,3,3,3,3
1450,Alto,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,N21,21,N,3,3,3,3
1451,Alto,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,L17,17,L,3,3,3,3
1452,Alto,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,N16,16,N,3,3,3,3
1453,Alto,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,M20,20,M,3,3,3,3
1454,Alto,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,L19,19,L,3,2,3,3
1455,Alto,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,L17,17,L,4,1,2,1
1456,Alto,Rav1,La Valse (RAVEL) - Configuration 1,L15,15,L,3,2,3,3
1457,Alto,Rav2,La Valse (RAVEL) - Configuration 2,L17,17,L,3,3,3,3
1458,Alto,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,M19,19,M,3,3,3,3
1459,Alto,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,M19,19,M,3,3,3,3
1460,Alto,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,N16,16,N,4,3,3,3
1475,Alto,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,R16,16,R,3,3,3,3
1476,Alto,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,Q20,20,Q,4,3,3,3
1477,Alto,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,R6,6,R,3,3,3,3
1478,Alto,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,R16,16,R,4,3,3,3
1479,Alto,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,S17,17,S,5,3,3,3
1480,Alto,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,S16,16,S,1,3,3,3
1481,Alto,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,P16,16,P,1,3,3,3
1482,Alto,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,P12,12,P,2,3,3,3
1483,Alto,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,O12,12,O,2,3,3,3
1484,Alto,Rav1,La Valse (RAVEL) - Configuration 1,O12,12,O,1,3,3,3
1485,Alto,Rav2,La Valse (RAVEL) - Configuration 2,M10,10,M,5,3,3,3
1486,Alto,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,M10,10,M,1,3,3,3
1487,Alto,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,P8,8,P,1,3,3,3
1488,Alto,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,Q21,21,Q,5,3,3,3
1489,Alto,Moz1,Symphonie n°41 (MOZART) - Configuration 1,R19,19,R,2,2,3,2
1490,Alto,Moz2,Symphonie n°41 (MOZART) - Configuration 2,O16,16,O,3,5,5,5
1491,Alto,Moz3,Symphonie n°41 (MOZART) - Configuration 3,M14,14,M,4,4,3,5
1492,Alto,Moz4,Symphonie n°41 (MOZART) - Configuration 4,L16,16,L,4,5,5,5
1493,Alto,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,O19,19,O,1,5,2,5
1494,Alto,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,M16,16,M,3,3,5,4
1495,Alto,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,O16,16,O,3,3,1,5
1496,Alto,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,N18,18,N,2,3,4,5
1497,Alto,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,N18,18,N,3,3,5,3
1498,Alto,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,N15,15,N,2,2,1,3
1499,Alto,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,N15,15,N,3,2,2,4
1500,Alto,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,N18,18,N,5,3,3,3
1501,Alto,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,M18,18,M,4,4,5,5
1502,Alto,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,L18,18,L,4,1,5,5
1503,Alto,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,L18,18,L,4,1,5,5
1504,Alto,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,L18,18,L,3,4,3,3
1505,Alto,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,O20,20,O,2,1,2,1
1506,Alto,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,P19,19,P,1,5,1,1
1507,Alto,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,N15,15,N,4,4,2,4
1508,Alto,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,M16,16,M,4,4,5,5
1509,Alto,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,O21,21,O,2,5,1,1
1510,Alto,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,N17,17,N,1,1,1,2
1511,Alto,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,N17,17,N,1,1,3,4
1512,Alto,Rav1,La Valse (RAVEL) - Configuration 1,L16,16,L,4,2,5,5
1513,Alto,Rav2,La Valse (RAVEL) - Configuration 2,L16,16,L,3,2,5,5
1515,Alto,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,N16,16,N,4,4,5,5
1516,Alto,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,M19,19,M,5,3,4,3
1517,Alto,Moz1,Symphonie n°41 (MOZART) - Configuration 1,N21,21,N,2,3,2,2
1518,Alto,Moz2,Symphonie n°41 (MOZART) - Configuration 2,N17,17,N,3,4,5,5
1519,Alto,Moz3,Symphonie n°41 (MOZART) - Configuration 3,M16,16,M,3,4,3,5
1520,Alto,Moz4,Symphonie n°41 (MOZART) - Configuration 4,N18,18,N,4,3,5,4
1521,Alto,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,O19,19,O,2,3,3,2
1522,Alto,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,N17,17,N,1,2,2,3
1523,Alto,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,N15,15,N,2,3,5,4
1524,Alto,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,N17,17,N,2,2,4,4
1525,Alto,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,N17,17,N,2,3,3,3
1526,Alto,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,N14,14,N,2,3,3,3
1527,Alto,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,N14,14,N,2,3,3,3
1528,Alto,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,N17,17,N,4,5,5,5
1529,Alto,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,O18,18,O,2,3,3,3
1530,Alto,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,N18,18,N,3,1,3,5
1531,Alto,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,M16,16,M,3,2,2,3
1532,Alto,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,O20,20,O,2,4,2,3
1533,Alto,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,O20,20,O,1,5,1,2
1534,Alto,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,N16,16,N,3,3,5,3
1535,Alto,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,N16,16,N,4,2,5,5
1536,Alto,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,N19,19,N,2,3,1,4
1537,Alto,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,L16,16,L,3,3,5,3
1538,Alto,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,L14,14,L,1,1,3,3
1539,Alto,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,N16,16,N,4,2,5,5
1540,Alto,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,L16,16,L,4,2,5,5
1541,Alto,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,L16,16,L,4,2,5,5
1542,Alto,Moz1,Symphonie n°41 (MOZART) - Configuration 1,M20,20,M,3,4,4,3
1543,Alto,Moz2,Symphonie n°41 (MOZART) - Configuration 2,M18,18,M,3,3,4,3
1544,Alto,Moz3,Symphonie n°41 (MOZART) - Configuration 3,M18,18,M,3,2,4,3
1545,Alto,Moz4,Symphonie n°41 (MOZART) - Configuration 4,M18,18,M,4,2,4,3
1546,Alto,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,M20,20,M,3,4,4,3
1547,Alto,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,M18,18,M,3,2,4,3
1548,Alto,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,M18,18,M,3,2,4,3
1549,Alto,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,N18,18,N,3,3,3,3
1550,Alto,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,M15,15,M,2,3,3,3
1551,Alto,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,L16,16,L,3,3,3,3
1552,Alto,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,H11,11,H,3,3,3,3
1553,Alto,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,M16,16,M,3,3,3,3
1554,Alto,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,Q17,17,Q,3,3,2,3
1555,Alto,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,L16,16,L,3,3,3,3
1556,Alto,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,L16,16,L,3,3,3,3
1557,Alto,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,M16,16,M,2,3,3,3
1558,Alto,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,M20,20,M,4,3,4,3
1559,Alto,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,M20,20,M,3,3,3,3
1560,Alto,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,P17,17,P,2,3,2,3
1561,Alto,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,M16,16,M,2,3,3,3
1562,Alto,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,P20,20,P,2,3,1,3
1563,Alto,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,L16,16,L,3,2,3,3
1564,Alto,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,L16,16,L,3,1,3,3
1565,Alto,Rav1,La Valse (RAVEL) - Configuration 1,L16,16,L,3,3,3,3
1566,Alto,Rav2,La Valse (RAVEL) - Configuration 2,N18,18,N,3,3,3,3
1567,Alto,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,L14,14,L,2,3,3,3
1568,Alto,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,N16,16,N,3,2,3,3
1569,Alto,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,L16,16,L,3,3,3,3
1579,Alto,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,O17,17,O,3,2,5,4
1581,Alto,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,N16,16,N,1,4,4,4
1582,Alto,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,O16,16,O,1,1,4,3
1583,Alto,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,P16,16,P,3,2,3,1
1584,Alto,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,O17,17,O,3,3,3,4
1585,Alto,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,O16,16,O,1,3,3,3
1586,Alto,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,O15,15,O,3,2,3,3
1587,Alto,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,O17,17,O,3,4,4,3
1588,Alto,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,P17,17,P,4,3,3,2
1589,Alto,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,P14,14,P,2,3,3,3
1590,Alto,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,N14,14,N,3,3,3,3
1591,Alto,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,O18,18,O,2,1,3,3
1592,Alto,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,M15,15,M,3,2,3,3
1593,Alto,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,P18,18,P,3,1,3,4
1594,Alto,Rav1,La Valse (RAVEL) - Configuration 1,N15,15,N,3,3,3,4
1595,Alto,Rav2,La Valse (RAVEL) - Configuration 2,N16,16,N,3,4,4,4
1596,Alto,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,O16,16,O,3,3,3,4
1597,Alto,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,O11,11,O,3,3,3,3
1598,Alto,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,N16,16,N,3,3,3,4
1599,Alto,Moz1,Symphonie n°41 (MOZART) - Configuration 1,M20,20,M,3,3,3,3
1600,Alto,Moz2,Symphonie n°41 (MOZART) - Configuration 2,M18,18,M,3,3,2,3
1601,Alto,Moz3,Symphonie n°41 (MOZART) - Configuration 3,M18,18,M,2,2,2,3
1602,Alto,Moz4,Symphonie n°41 (MOZART) - Configuration 4,M18,18,M,3,2,3,3
1603,Alto,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,M20,20,M,3,4,3,3
1604,Alto,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,M18,18,M,2,2,3,3
1605,Alto,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,M18,18,M,4,3,3,3
1606,Alto,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,M18,18,M,3,2,3,2
1607,Alto,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,K19,19,K,3,2,3,3
1608,Alto,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,K19,19,K,3,3,3,3
1609,Alto,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,K19,19,K,3,2,3,3
1610,Alto,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,M20,20,M,3,3,3,3
1611,Alto,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,M20,20,M,3,2,3,3
1612,Alto,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,M20,20,M,3,2,3,3
1613,Alto,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,M20,20,M,3,4,3,3
1614,Alto,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,M20,20,M,3,4,3,3
1615,Alto,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,K19,19,K,3,2,3,3
1616,Alto,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,K19,19,K,3,1,3,3
1617,Alto,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,M20,20,M,3,4,3,3
1618,Alto,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,K19,19,K,2,1,3,3
1619,Alto,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,K19,19,K,1,1,2,2
1620,Alto,Rav1,La Valse (RAVEL) - Configuration 1,K19,19,K,3,1,2,2
1621,Alto,Rav2,La Valse (RAVEL) - Configuration 2,N16,16,N,1,1,3,3
1622,Alto,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,L16,16,L,3,3,3,3
1623,Alto,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,P14,14,P,3,3,3,3
1624,Alto,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,N15,15,N,3,4,3,3
1625,Violon 2,Moz1,Symphonie n°41 (MOZART) - Configuration 1,J16,16,J,4,4,3,4
1626,Violon 2,Moz2,Symphonie n°41 (MOZART) - Configuration 2,I15,15,I,4,4,3,4
1627,Violon 2,Moz3,Symphonie n°41 (MOZART) - Configuration 3,O19,19,O,2,3,2,3
1628,Violon 2,Moz4,Symphonie n°41 (MOZART) - Configuration 4,O17,17,O,2,3,2,3
1637,Violon 2,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,I15,15,I,4,4,3,4
1638,Violon 2,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,Q19,19,Q,2,3,3,3
1639,Violon 2,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,P19,19,P,2,1,2,3
1640,Violon 2,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,Q18,18,Q,1,2,3,3
1641,Violon 2,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,I15,15,I,4,4,3,4
1642,Violon 2,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,I15,15,I,4,4,3,4
1643,Violon 2,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,P16,16,P,2,2,3,3
1644,Violon 2,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,Q18,18,Q,2,2,3,3
1645,Violon 2,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,P18,18,P,4,4,3,4
1648,Violon 2,Rav1,La Valse (RAVEL) - Configuration 1,P16,16,P,2,2,3,3
1649,Violon 2,Rav2,La Valse (RAVEL) - Configuration 2,I15,15,I,4,4,3,4
1650,Violon 2,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,P18,18,P,1,2,3,3
1651,Violon 2,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,P16,16,P,1,1,3,3
1652,Violon 2,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,P18,18,P,2,2,3,3
1657,Violon 2,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,J16,16,J,3,3,3,3
1658,Violon 2,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,O18,18,O,3,2,3,4
1659,Violon 2,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,O18,18,O,4,2,3,4
1660,Violon 2,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,O18,18,O,4,3,3,3
1661,Violon 2,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,P20,20,P,3,4,3,3
1662,Violon 2,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,O14,14,O,4,4,4,3
1663,Violon 2,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,O20,20,O,3,3,3,3
1664,Violon 2,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,P16,16,P,4,3,3,3
1665,Violon 2,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,J15,15,J,3,3,3,2
1666,Violon 2,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,O18,18,O,2,3,3,3
1667,Violon 2,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,N18,18,N,4,3,3,3
1668,Violon 2,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,N18,18,N,5,3,3,3
1669,Violon 2,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,I18,18,I,2,2,1,3
1670,Violon 2,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,I18,18,I,2,3,1,3
1671,Violon 2,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,O18,18,O,4,3,3,3
1672,Violon 2,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,O18,18,O,4,3,3,3
1673,Violon 2,Mah1,Symphonie n°5 (MAHLER) - Configuration 1,O19,19,O,3,3,3,3
1674,Violon 2,Mah2,Symphonie n°5 (MAHLER) - Configuration 2,P18,18,P,3,4,4,3
1675,Violon 2,Mah3,Symphonie n°5 (MAHLER) - Configuration 3,P14,14,P,4,3,3,3
1678,Violon 2,Str1,Symphonie alpestre (STRAUSS) - Configuration 1,O17,17,O,3,3,3,3
1679,Violon 2,Str2,Symphonie alpestre (STRAUSS) - Configuration 2,P16,16,P,3,1,3,3
1680,Violon 2,Str3,Symphonie alpestre (STRAUSS) - Configuration 3,O19,19,O,4,3,3,3
1685,Violon 2,Bee1,Symphonie N°7 (BEETHOVEN) - Configuration 1,K16,16,K,1,3,4,3
1686,Violon 2,Bee2,Symphonie N°7 (BEETHOVEN) - Configuration 2,O20,20,O,1,3,1,3
1687,Violon 2,Bee3,Symphonie N°7 (BEETHOVEN) - Configuration 3,O20,20,O,2,3,1,3
1688,Violon 2,Bee4,Symphonie N°7 (BEETHOVEN) - Configuration 4,O20,20,O,2,3,1,3
1689,Violon 2,Sch1,Symphonie n°3 (SCHUMANN) - Configuration 1,O20,20,O,3,3,2,3
1690,Violon 2,Sch2,Symphonie n°3 (SCHUMANN) - Configuration 2,N17,17,N,3,3,4,3
1691,Violon 2,Sch3,Symphonie n°3 (SCHUMANN) - Configuration 3,O20,20,O,2,3,2,3
1692,Violon 2,Sch4,Symphonie n°3 (SCHUMANN) - Configuration 4,O20,20,O,4,3,2,3
1693,Violon 2,Bra1,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 1,K14,14,K,2,2,4,3
1694,Violon 2,Bra2,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 2,O20,20,O,3,3,2,3
1695,Violon 2,Bra3,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 3,O20,20,O,3,3,3,3
1696,Violon 2,Bra4,Symphonie n°2 en Ré Majeur Op 73 (BRAHMS) - Configuration 4,O20,20,O,4,3,3,3
1697,Violon 2,Bru1,Symphonie n°7 (BRUCKNER) - Configuration 1,K16,16,K,4,2,3,3
1698,Violon 2,Bru2,Symphonie n°7 (BRUCKNER) - Configuration 2,K16,16,K,3,3,3,3
1699,Violon 2,Bru3,Symphonie n°7 (BRUCKNER) - Configuration 3,O20,20,O,2,3,2,3
1700,Violon 2,Bru4,Symphonie n°7 (BRUCKNER) - Configuration 4,O20,20,O,3,3,2,3
